Эпоха 1, ошибка: 0.040930672778376684, скорость обучения: 0.1
Эпоха 349, ошибка: 0.003803472477494894, скорость обучения: 0.020589113209464913
Эпоха 350, ошибка: 0.003803472477494894, скорость обучения: 0.020589113209464913
Эпоха 351, ошибка: 0.003803472477494894, скорость обучения: 0.01853020188851842
Эпоха 352, ошибка: 0.003819873945744953, скорость обучения: 0.01667718169966658
Эпоха 353, ошибка: 0.0038152016043897143, скорость обучения: 0.015009463529699923
Эпоха 354, ошибка: 0.003802878380158565, скорость обучения: 0.015009463529699923
Эпоха 355, ошибка: 0.0037711619681859263, скорость обучения: 0.015009463529699923
Эпоха 356, ошибка: 0.003751717341543875, скорость обучения: 0.015009463529699923
Эпоха 357, ошибка: 0.0037397787630459806, скорость обучения: 0.015009463529699923
Эпоха 358, ошибка: 0.003732442077724797, скорость обучения: 0.015009463529699923
Эпоха 359, ошибка: 0.003727930893619384, скорость обучения: 0.015009463529699923
Эпоха 360, ошибка: 0.003725156096200689, скорость обучения: 0.015009463529699923
Эпоха 361, ошибка: 0.003723448974516348, скорость обучения: 0.015009463529699923
Эпоха 362, ошибка: 0.0037223985747329956, скорость обучения: 0.015009463529699923
Эпоха 363, ошибка: 0.003721752206757238, скорость обучения: 0.015009463529699923
Эпоха 364, ошибка: 0.0037213544417043043, скорость обучения: 0.015009463529699923
Эпоха 365, ошибка: 0.003721109655632473, скорость обучения: 0.015009463529699923
Эпоха 366, ошибка: 0.003720959010549788, скорость обучения: 0.015009463529699923
Эпоха 367, ошибка: 0.003720866300194074, скорость обучения: 0.015009463529699923
Эпоха 368, ошибка: 0.003720809243758663, скорость обучения: 0.015009463529699923
Эпоха 369, ошибка: 0.0037207741295470376, скорость обучения: 0.015009463529699923
Эпоха 370, ошибка: 0.0037207525191677044, скорость обучения: 0.015009463529699923
Эпоха 371, ошибка: 0.0037207392194450613, скорость обучения: 0.015009463529699923
Эпоха 372, ошибка: 0.003720731034359766, скорость обучения: 0.015009463529699923
Эпоха 373, ошибка: 0.003720725996986353, скорость обучения: 0.015009463529699923
Эпоха 374, ошибка: 0.0037207228968187543, скорость обучения: 0.015009463529699923
Эпоха 375, ошибка: 0.003720720988871665, скорость обучения: 0.015009463529699923
Эпоха 376, ошибка: 0.003720719814656795, скорость обучения: 0.015009463529699923
Эпоха 377, ошибка: 0.0037207190920046495, скорость обучения: 0.015009463529699923
Эпоха 378, ошибка: 0.0037207186472601973, скорость обучения: 0.015009463529699923
Эпоха 379, ошибка: 0.0037207183735501487, скорость обучения: 0.015009463529699923
Эпоха 380, ошибка: 0.0037207182050993, скорость обучения: 0.015009463529699923
Эпоха 381, ошибка: 0.0037207181014294877, скорость обучения: 0.015009463529699923
Эпоха 382, ошибка: 0.0037207180376275456, скорость обучения: 0.015009463529699923
Эпоха 383, ошибка: 0.0037207179983610905, скорость обучения: 0.015009463529699923
Эпоха 384, ошибка: 0.0037207179741953894, скорость обучения: 0.015009463529699923
Эпоха 385, ошибка: 0.0037207179593229966, скорость обучения: 0.015009463529699923
Эпоха 386, ошибка: 0.003720717950169692, скорость обучения: 0.015009463529699923
Эпоха 387, ошибка: 0.003720717944536967, скорость обучения: 0.015009463529699923
Эпоха 388, ошибка: 0.003720717941070076, скорость обучения: 0.015009463529699923
Эпоха 389, ошибка: 0.003720717938936498, скорость обучения: 0.015009463529699923
Эпоха 390, ошибка: 0.003720717937623257, скорость обучения: 0.015009463529699923
Эпоха 391, ошибка: 0.0037207179368151863, скорость обучения: 0.015009463529699923
Эпоха 392, ошибка: 0.0037207179363179634, скорость обучения: 0.015009463529699923
Эпоха 393, ошибка: 0.0037207179360118354, скорость обучения: 0.015009463529699923
Эпоха 394, ошибка: 0.003720717935823659, скорость обучения: 0.015009463529699923
Эпоха 395, ошибка: 0.003720717935707091, скорость обучения: 0.015009463529699923
Эпоха 396, ошибка: 0.0037207179356357925, скорость обучения: 0.015009463529699923
Эпоха 397, ошибка: 0.0037207179355917674, скорость обучения: 0.015009463529699923
Эпоха 398, ошибка: 0.0037207179355645374, скорость обучения: 0.015009463529699923
Эпоха 399, ошибка: 0.003720717935548068, скорость обучения: 0.015009463529699923
Эпоха 400, ошибка: 0.003720717935537879, скорость обучения: 0.015009463529699923
Эпоха 401, ошибка: 0.003720717935531405, скорость обучения: 0.015009463529699923
Эпоха 402, ошибка: 0.003720717935527919, скорость обучения: 0.015009463529699923
Эпоха 403, ошибка: 0.003720717935525289, скорость обучения: 0.015009463529699923
Эпоха 404, ошибка: 0.00372071793552388, скорость обучения: 0.015009463529699923
Эпоха 405, ошибка: 0.003720717935522982, скорость обучения: 0.015009463529699923
Эпоха 406, ошибка: 0.0037207179355223255, скорость обучения: 0.015009463529699923
Эпоха 407, ошибка: 0.0037207179355221156, скорость обучения: 0.015009463529699923
Эпоха 408, ошибка: 0.0037207179355218585, скорость обучения: 0.015009463529699923
Эпоха 409, ошибка: 0.003720717935521782, скорость обучения: 0.015009463529699923
Эпоха 410, ошибка: 0.0037207179355217834, скорость обучения: 0.015009463529699923
Эпоха 411, ошибка: 0.003720717935521781, скорость обучения: 0.015009463529699923
Эпоха 412, ошибка: 0.0037207179355217843, скорость обучения: 0.015009463529699923
Эпоха 413, ошибка: 0.003720717935521792, скорость обучения: 0.015009463529699923
Эпоха 414, ошибка: 0.0037207179355217687, скорость обучения: 0.015009463529699923
Эпоха 415, ошибка: 0.0037207179355217236, скорость обучения: 0.015009463529699923
Эпоха 416, ошибка: 0.0037207179355217544, скорость обучения: 0.015009463529699923
Эпоха 417, ошибка: 0.003720717935521743, скорость обучения: 0.015009463529699923
Эпоха 418, ошибка: 0.003720717935521743, скорость обучения: 0.015009463529699923
Эпоха 419, ошибка: 0.003720717935521745, скорость обучения: 0.015009463529699923
Эпоха 420, ошибка: 0.0037207179355217097, скорость обучения: 0.015009463529699923
Эпоха 421, ошибка: 0.0037207179355217375, скорость обучения: 0.015009463529699923
Эпоха 422, ошибка: 0.0037207179355217535, скорость обучения: 0.015009463529699923
Эпоха 423, ошибка: 0.0037207179355217596, скорость обучения: 0.015009463529699923
Эпоха 424, ошибка: 0.0037207179355217674, скорость обучения: 0.015009463529699923
Эпоха 425, ошибка: 0.0037207179355217674, скорость обучения: 0.013508517176729932
Эпоха 426, ошибка: 0.0037367145301116567, скорость обучения: 0.01215766545905694
Эпоха 427, ошибка: 0.0037396223697544985, скорость обучения: 0.010941898913151246
Эпоха 428, ошибка: 0.003736349018820618, скорость обучения: 0.009847709021836121
Эпоха 429, ошибка: 0.003730274160669335, скорость обучения: 0.00886293811965251
Эпоха 430, ошибка: 0.003723095023186321, скорость обучения: 0.007976644307687259
Эпоха 431, ошибка: 0.003715675045627215, скорость обучения: 0.007976644307687259
Эпоха 432, ошибка: 0.0036967928189409276, скорость обучения: 0.007976644307687259
Эпоха 433, ошибка: 0.0036820998191958525, скорость обучения: 0.007976644307687259
Эпоха 434, ошибка: 0.003670660486716799, скорость обучения: 0.007976644307687259
Эпоха 435, ошибка: 0.0036617505768909834, скорость обучения: 0.007976644307687259
Эпоха 436, ошибка: 0.0036548085121830666, скорость обучения: 0.007976644307687259
Эпоха 437, ошибка: 0.003649398283778019, скорость обучения: 0.007976644307687259
Эпоха 438, ошибка: 0.0036451810298385305, скорость обучения: 0.007976644307687259
Эпоха 439, ошибка: 0.0036418931795710275, скорость обучения: 0.007976644307687259
Эпоха 440, ошибка: 0.003639329595814746, скорость обучения: 0.007976644307687259
Эпоха 441, ошибка: 0.003637330541806632, скорость обучения: 0.007976644307687259
Эпоха 442, ошибка: 0.0036357715854152535, скорость обучения: 0.007976644307687259
Эпоха 443, ошибка: 0.003634555767016993, скорость обучения: 0.007976644307687259
Эпоха 444, ошибка: 0.0036336075162502015, скорость обучения: 0.007976644307687259
Эпоха 445, ошибка: 0.0036328679227190337, скорость обучения: 0.007976644307687259
Эпоха 446, ошибка: 0.003632291056606748, скорость обучения: 0.007976644307687259
Эпоха 447, ошибка: 0.003631841104456002, скорость обучения: 0.007976644307687259
Эпоха 448, ошибка: 0.003631490138530157, скорость обучения: 0.007976644307687259
Эпоха 449, ошибка: 0.003631216378974401, скорость обучения: 0.007976644307687259
Эпоха 450, ошибка: 0.0036310028395478314, скорость обучения: 0.007976644307687259
Эпоха 451, ошибка: 0.003630836272022213, скорость обучения: 0.007976644307687259
Эпоха 452, ошибка: 0.003630706343259073, скорость обучения: 0.007976644307687259
Эпоха 453, ошибка: 0.0036306049935773315, скорость обучения: 0.007976644307687259
Эпоха 454, ошибка: 0.0036305259364321604, скорость обучения: 0.007976644307687259
Эпоха 455, ошибка: 0.0036304642682501004, скорость обучения: 0.007976644307687259
Эпоха 456, ошибка: 0.0036304161641411547, скорость обучения: 0.007976644307687259
Эпоха 457, ошибка: 0.003630378640585697, скорость обучения: 0.007976644307687259
Эпоха 458, ошибка: 0.0036303493703369657, скорость обучения: 0.007976644307687259
Эпоха 459, ошибка: 0.0036303265380561688, скорость обучения: 0.007976644307687259
Эпоха 460, ошибка: 0.0036303087277018216, скорость обучения: 0.007976644307687259
Эпоха 461, ошибка: 0.0036302948346993874, скорость обучения: 0.007976644307687259
Эпоха 462, ошибка: 0.0036302839974289404, скорость обучения: 0.007976644307687259
Эпоха 463, ошибка: 0.0036302755437869357, скорость обучения: 0.007976644307687259
Эпоха 464, ошибка: 0.003630268949498116, скорость обучения: 0.007976644307687259
Эпоха 465, ошибка: 0.003630263805602345, скорость обучения: 0.007976644307687259
Эпоха 466, ошибка: 0.0036302597930895505, скорость обучения: 0.007976644307687259
Эпоха 467, ошибка: 0.003630256663114866, скорость обучения: 0.007976644307687259
Эпоха 468, ошибка: 0.003630254221567558, скорость обучения: 0.007976644307687259
Эпоха 469, ошибка: 0.0036302523170296443, скорость обучения: 0.007976644307687259
Эпоха 470, ошибка: 0.003630250831387377, скорость обучения: 0.007976644307687259
Эпоха 471, ошибка: 0.0036302496725065785, скорость обучения: 0.007976644307687259
Эпоха 472, ошибка: 0.0036302487685177832, скорость обучения: 0.007976644307687259
Эпоха 473, ошибка: 0.0036302480633574647, скорость обучения: 0.007976644307687259
Эпоха 474, ошибка: 0.003630247513294883, скорость обучения: 0.007976644307687259
Эпоха 475, ошибка: 0.0036302470842165327, скорость обучения: 0.007976644307687259
Эпоха 476, ошибка: 0.0036302467495115324, скорость обучения: 0.007976644307687259
Эпоха 477, ошибка: 0.003630246488424629, скорость обучения: 0.007976644307687259
Эпоха 478, ошибка: 0.0036302462847626676, скорость обучения: 0.007976644307687259
Эпоха 479, ошибка: 0.0036302461258948186, скорость обучения: 0.007976644307687259
Эпоха 480, ошибка: 0.003630246001969786, скорость обучения: 0.007976644307687259
Эпоха 481, ошибка: 0.003630245905301636, скорость обучения: 0.007976644307687259
Эпоха 482, ошибка: 0.0036302458298954348, скорость обучения: 0.007976644307687259
Эпоха 483, ошибка: 0.0036302457710743986, скорость обучения: 0.007976644307687259
Эпоха 484, ошибка: 0.0036302457251904045, скорость обучения: 0.007976644307687259
Эпоха 485, ошибка: 0.003630245689398706, скорость обучения: 0.007976644307687259
Эпоха 486, ошибка: 0.003630245661479562, скорость обучения: 0.007976644307687259
Эпоха 487, ошибка: 0.003630245639701288, скорость обучения: 0.007976644307687259
Эпоха 488, ошибка: 0.0036302456227120463, скорость обучения: 0.007976644307687259
Эпоха 489, ошибка: 0.003630245609460118, скорость обучения: 0.007976644307687259
Эпоха 490, ошибка: 0.0036302455991228237, скорость обучения: 0.007976644307687259
Эпоха 491, ошибка: 0.0036302455910594946, скорость обучения: 0.007976644307687259
Эпоха 492, ошибка: 0.0036302455847698157, скорость обучения: 0.007976644307687259
Эпоха 493, ошибка: 0.0036302455798631205, скорость обучения: 0.007976644307687259
Эпоха 494, ошибка: 0.00363024557603541, скорость обучения: 0.007976644307687259
Эпоха 495, ошибка: 0.0036302455730500213, скорость обучения: 0.007976644307687259
Эпоха 496, ошибка: 0.0036302455707207153, скорость обучения: 0.007976644307687259
Эпоха 497, ошибка: 0.0036302455689039962, скорость обучения: 0.007976644307687259
Эпоха 498, ошибка: 0.0036302455674868624, скорость обучения: 0.007976644307687259
Эпоха 499, ошибка: 0.0036302455663815743, скорость обучения: 0.007976644307687259
Эпоха 500, ошибка: 0.003630245565519355, скорость обучения: 0.007976644307687259
Эпоха 501, ошибка: 0.003630245564846415, скорость обучения: 0.007976644307687259
Эпоха 502, ошибка: 0.0036302455643218, скорость обучения: 0.007976644307687259
Эпоха 503, ошибка: 0.0036302455639121863, скорость обучения: 0.007976644307687259
Эпоха 504, ошибка: 0.003630245563593627, скорость обучения: 0.007976644307687259
Эпоха 505, ошибка: 0.00363024556334458, скорость обучения: 0.007976644307687259
Эпоха 506, ошибка: 0.0036302455631507385, скорость обучения: 0.007976644307687259
Эпоха 507, ошибка: 0.003630245562998891, скорость обучения: 0.007976644307687259
Эпоха 508, ошибка: 0.003630245562880751, скорость обучения: 0.007976644307687259
Эпоха 509, ошибка: 0.0036302455627883648, скорость обучения: 0.007976644307687259
Эпоха 510, ошибка: 0.003630245562715954, скорость обучения: 0.007976644307687259
Эпоха 511, ошибка: 0.003630245562659742, скорость обучения: 0.007976644307687259
Эпоха 512, ошибка: 0.0036302455626159736, скорость обучения: 0.007976644307687259
Эпоха 513, ошибка: 0.0036302455625814322, скорость обучения: 0.007976644307687259
Эпоха 514, ошибка: 0.0036302455625542027, скорость обучения: 0.007976644307687259
Эпоха 515, ошибка: 0.0036302455625336133, скорость обучения: 0.007976644307687259
Эпоха 516, ошибка: 0.003630245562517439, скорость обучения: 0.007976644307687259
Эпоха 517, ошибка: 0.0036302455625053234, скорость обучения: 0.007976644307687259
Эпоха 518, ошибка: 0.0036302455624956493, скорость обучения: 0.007976644307687259
Эпоха 519, ошибка: 0.003630245562488198, скорость обучения: 0.007976644307687259
Эпоха 520, ошибка: 0.0036302455624823713, скорость обучения: 0.007976644307687259
Эпоха 521, ошибка: 0.0036302455624781017, скорость обучения: 0.007976644307687259
Эпоха 522, ошибка: 0.0036302455624744297, скорость обучения: 0.007976644307687259
Эпоха 523, ошибка: 0.0036302455624719425, скорость обучения: 0.007976644307687259
Эпоха 524, ошибка: 0.0036302455624696237, скорость обучения: 0.007976644307687259
Эпоха 525, ошибка: 0.003630245562468328, скорость обучения: 0.007976644307687259
Эпоха 526, ошибка: 0.0036302455624669765, скорость обучения: 0.007976644307687259
Эпоха 527, ошибка: 0.00363024556246579, скорость обучения: 0.007976644307687259
Эпоха 528, ошибка: 0.003630245562464887, скорость обучения: 0.007976644307687259
Эпоха 529, ошибка: 0.0036302455624641476, скорость обучения: 0.007976644307687259
Эпоха 530, ошибка: 0.0036302455624636714, скорость обучения: 0.007976644307687259
Эпоха 531, ошибка: 0.003630245562463377, скорость обучения: 0.007976644307687259
Эпоха 532, ошибка: 0.003630245562463188, скорость обучения: 0.007976644307687259
Эпоха 533, ошибка: 0.003630245562463089, скорость обучения: 0.007976644307687259
Эпоха 534, ошибка: 0.003630245562462938, скорость обучения: 0.007976644307687259
Эпоха 535, ошибка: 0.0036302455624628634, скорость обучения: 0.007976644307687259
Эпоха 536, ошибка: 0.003630245562462828, скорость обучения: 0.007976644307687259
Эпоха 537, ошибка: 0.0036302455624627377, скорость обучения: 0.007976644307687259
Эпоха 538, ошибка: 0.00363024556246269, скорость обучения: 0.007976644307687259
Эпоха 539, ошибка: 0.003630245562462605, скорость обучения: 0.007976644307687259
Эпоха 540, ошибка: 0.003630245562462557, скорость обучения: 0.007976644307687259
Эпоха 541, ошибка: 0.0036302455624625286, скорость обучения: 0.007976644307687259
Эпоха 542, ошибка: 0.003630245562462573, скорость обучения: 0.007976644307687259
Эпоха 543, ошибка: 0.0036302455624625703, скорость обучения: 0.007976644307687259
Эпоха 544, ошибка: 0.0036302455624625325, скорость обучения: 0.007976644307687259
Эпоха 545, ошибка: 0.0036302455624625017, скорость обучения: 0.007976644307687259
Эпоха 546, ошибка: 0.0036302455624624506, скорость обучения: 0.007976644307687259
Эпоха 547, ошибка: 0.0036302455624623994, скорость обучения: 0.007976644307687259
Эпоха 548, ошибка: 0.0036302455624623634, скорость обучения: 0.007976644307687259
Эпоха 549, ошибка: 0.003630245562462354, скорость обучения: 0.007976644307687259
Эпоха 550, ошибка: 0.0036302455624623634, скорость обучения: 0.007976644307687259
Эпоха 551, ошибка: 0.003630245562462354, скорость обучения: 0.007976644307687259
Эпоха 552, ошибка: 0.0036302455624623634, скорость обучения: 0.007976644307687259
Эпоха 553, ошибка: 0.003630245562462354, скорость обучения: 0.007976644307687259
Эпоха 554, ошибка: 0.0036302455624623634, скорость обучения: 0.007178979876918534
Эпоха 555, ошибка: 0.0036411488643847975, скорость обучения: 0.006461081889226681
Эпоха 556, ошибка: 0.0036473033098405523, скорость обучения: 0.005814973700304013
Эпоха 557, ошибка: 0.0036504858618793845, скорость обучения: 0.005233476330273611
Эпоха 558, ошибка: 0.003651799989852445, скорость обучения: 0.00471012869724625
Эпоха 559, ошибка: 0.003651943243856739, скорость обучения: 0.004239115827521626
Эпоха 560, ошибка: 0.00365136299793237, скорость обучения: 0.0038152042447694634
Эпоха 561, ошибка: 0.00365034930832366, скорость обучения: 0.003433683820292517
Эпоха 562, ошибка: 0.0036490915337386355, скорость обучения: 0.0030903154382632653
Эпоха 563, ошибка: 0.0036477135794706125, скорость обучения: 0.002781283894436939
Эпоха 564, ошибка: 0.0036462962521066787, скорость обучения: 0.002503155504993245
Эпоха 565, ошибка: 0.0036448916815392854, скорость обучения: 0.0022528399544939205
Эпоха 566, ошибка: 0.003643532767561287, скорость обучения: 0.0020275559590445286
Эпоха 567, ошибка: 0.0036422394510055665, скорость обучения: 0.0018248003631400759
Эпоха 568, ошибка: 0.0036410229256037176, скорость обучения: 0.0016423203268260682
Эпоха 569, ошибка: 0.003639888494830765, скорость обучения: 0.0014780882941434613
Эпоха 570, ошибка: 0.003638837525299255, скорость обучения: 0.0013302794647291152
Эпоха 571, ошибка: 0.003637868790607397, скорость обучения: 0.0011972515182562037
Эпоха 572, ошибка: 0.003636979399556948, скорость обучения: 0.0010775263664305832
Эпоха 573, ошибка: 0.0036361654383534107, скорость обучения: 0.000969773729787525
Эпоха 574, ошибка: 0.003635422414379853, скорость обучения: 0.0008727963568087724
Эпоха 575, ошибка: 0.0036347455614395294, скорость обучения: 0.0007855167211278952
Эпоха 576, ошибка: 0.0036341300477419204, скорость обучения: 0.0007069650490151057
Эпоха 577, ошибка: 0.0036335711153973023, скорость обучения: 0.0006362685441135952
Эпоха 578, ошибка: 0.003633064171560419, скорость обучения: 0.0005726416897022357
Эпоха 579, ошибка: 0.003632604845461769, скорость обучения: 0.0005153775207320121
Эпоха 580, ошибка: 0.003632189021422222, скорость обучения: 0.00046383976865881093
Эпоха 581, ошибка: 0.003631812855065772, скорость обучения: 0.00041745579179292984
Эпоха 582, ошибка: 0.00363147277787838, скорость обучения: 0.00037571021261363684
Эпоха 583, ошибка: 0.003631165493819821, скорость обучения: 0.00033813919135227316
Эпоха 584, ошибка: 0.00363088797064389, скорость обучения: 0.00030432527221704587
Эпоха 585, ошибка: 0.0036306374278261876, скорость обучения: 0.00027389274499534127
Эпоха 586, ошибка: 0.0036304113224605813, скорость обучения: 0.00024650347049580716
Эпоха 587, ошибка: 0.0036302073341062586, скорость обучения: 0.00024650347049580716
Эпоха 588, ошибка: 0.0036295883887077227, скорость обучения: 0.00024650347049580716
Эпоха 589, ошибка: 0.003628974050797631, скорость обучения: 0.00024650347049580716
Эпоха 590, ошибка: 0.0036283642856818257, скорость обучения: 0.00024650347049580716
Эпоха 591, ошибка: 0.0036277590589329153, скорость обучения: 0.00024650347049580716
Эпоха 592, ошибка: 0.003627158336388985, скорость обучения: 0.00024650347049580716
Эпоха 593, ошибка: 0.0036265620841501815, скорость обучения: 0.00024650347049580716
Эпоха 594, ошибка: 0.003625970268579806, скорость обучения: 0.00024650347049580716
Эпоха 595, ошибка: 0.00362538285629523, скорость обучения: 0.00024650347049580716
Эпоха 596, ошибка: 0.003624799814173657, скорость обучения: 0.00024650347049580716
Эпоха 597, ошибка: 0.003624221109345368, скорость обучения: 0.00024650347049580716
Эпоха 598, ошибка: 0.003623646709193267, скорость обучения: 0.00024650347049580716
Эпоха 599, ошибка: 0.0036230765813507295, скорость обучения: 0.00024650347049580716
Эпоха 600, ошибка: 0.0036225106936997858, скорость обучения: 0.00024650347049580716
Эпоха 601, ошибка: 0.0036219490143683405, скорость обучения: 0.00024650347049580716
Эпоха 602, ошибка: 0.003621391511728873, скорость обучения: 0.00024650347049580716
Эпоха 603, ошибка: 0.0036208381543962028, скорость обучения: 0.00024650347049580716
Эпоха 604, ошибка: 0.003620288911227298, скорость обучения: 0.00024650347049580716
Эпоха 605, ошибка: 0.003619743751314224, скорость обучения: 0.00024650347049580716
Эпоха 606, ошибка: 0.0036192026439901487, скорость обучения: 0.00024650347049580716
Эпоха 607, ошибка: 0.0036186655588203056, скорость обучения: 0.00024650347049580716
Эпоха 608, ошибка: 0.003618132465604083, скорость обучения: 0.00024650347049580716
Эпоха 609, ошибка: 0.0036176033343706436, скорость обучения: 0.00024650347049580716
Эпоха 610, ошибка: 0.00361707813537982, скорость обучения: 0.00024650347049580716
Эпоха 611, ошибка: 0.0036165568391196994, скорость обучения: 0.00024650347049580716
Эпоха 612, ошибка: 0.0036160394163029675, скорость обучения: 0.00024650347049580716
Эпоха 613, ошибка: 0.0036155258378656177, скорость обучения: 0.00024650347049580716
Эпоха 614, ошибка: 0.00361501607496581, скорость обучения: 0.00024650347049580716
Эпоха 615, ошибка: 0.0036145100989835137, скорость обучения: 0.00024650347049580716
Эпоха 616, ошибка: 0.0036140078815171043, скорость обучения: 0.00024650347049580716
Эпоха 617, ошибка: 0.0036135093943815014, скорость обучения: 0.00024650347049580716
Эпоха 618, ошибка: 0.003613014609605874, скорость обучения: 0.00024650347049580716
Эпоха 619, ошибка: 0.0036125234994340803, скорость обучения: 0.00024650347049580716
Эпоха 620, ошибка: 0.0036120360363214284, скорость обучения: 0.00024650347049580716
Эпоха 621, ошибка: 0.0036115521929342078, скорость обучения: 0.00024650347049580716
Эпоха 622, ошибка: 0.003611071942145069, скорость обучения: 0.00024650347049580716
Эпоха 623, ошибка: 0.0036105952570357393, скорость обучения: 0.00024650347049580716
Эпоха 624, ошибка: 0.0036101221108934983, скорость обучения: 0.00024650347049580716
Эпоха 625, ошибка: 0.0036096524772068496, скорость обучения: 0.00024650347049580716
Эпоха 626, ошибка: 0.00360918632966868, скорость обучения: 0.00024650347049580716
Эпоха 627, ошибка: 0.003608723642170524, скорость обучения: 0.00024650347049580716
Эпоха 628, ошибка: 0.0036082643888042023, скорость обучения: 0.00024650347049580716
Эпоха 629, ошибка: 0.0036078085438573863, скорость обучения: 0.00024650347049580716
Эпоха 630, ошибка: 0.003607356081814338, скорость обучения: 0.00024650347049580716
Эпоха 631, ошибка: 0.0036069069773540232, скорость обучения: 0.00024650347049580716
Эпоха 632, ошибка: 0.0036064612053469504, скорость обучения: 0.00024650347049580716
Эпоха 633, ошибка: 0.003606018740854807, скорость обучения: 0.00024650347049580716
Эпоха 634, ошибка: 0.003605579559131117, скорость обучения: 0.00024650347049580716
Эпоха 635, ошибка: 0.0036051436356144776, скорость обучения: 0.00024650347049580716
Эпоха 636, ошибка: 0.0036047109459329467, скорость обучения: 0.00024650347049580716
Эпоха 637, ошибка: 0.003604281465897919, скорость обучения: 0.00024650347049580716
Эпоха 638, ошибка: 0.003603855171504872, скорость обучения: 0.00024650347049580716
Эпоха 639, ошибка: 0.0036034320389330627, скорость обучения: 0.00024650347049580716
Эпоха 640, ошибка: 0.003603012044540565, скорость обучения: 0.00024650347049580716
Эпоха 641, ошибка: 0.003602595164865846, скорость обучения: 0.00024650347049580716
Эпоха 642, ошибка: 0.0036021813766263207, скорость обучения: 0.00024650347049580716
Эпоха 643, ошибка: 0.0036017706567156166, скорость обучения: 0.00024650347049580716
Эпоха 644, ошибка: 0.0036013629822017864, скорость обучения: 0.00024650347049580716
Эпоха 645, ошибка: 0.003600958330328031, скорость обучения: 0.00024650347049580716
Эпоха 646, ошибка: 0.0036005566785108504, скорость обучения: 0.00024650347049580716
Эпоха 647, ошибка: 0.003600158004335958, скорость обучения: 0.00024650347049580716
Эпоха 648, ошибка: 0.0035997622855602303, скорость обучения: 0.00024650347049580716
Эпоха 649, ошибка: 0.0035993695001085052, скорость обучения: 0.00024650347049580716
Эпоха 650, ошибка: 0.0035989796260743317, скорость обучения: 0.00024650347049580716
Эпоха 651, ошибка: 0.0035985926417144197, скорость обучения: 0.00024650347049580716
Эпоха 652, ошибка: 0.003598208525453734, скорость обучения: 0.00024650347049580716
Эпоха 653, ошибка: 0.0035978272558786235, скорость обучения: 0.00024650347049580716
Эпоха 654, ошибка: 0.003597448811737947, скорость обучения: 0.00024650347049580716
Эпоха 655, ошибка: 0.003597073171941087, скорость обучения: 0.00024650347049580716
Эпоха 656, ошибка: 0.003596700315557021, скорость обучения: 0.00024650347049580716
Эпоха 657, ошибка: 0.0035963302218140463, скорость обучения: 0.00024650347049580716
Эпоха 658, ошибка: 0.003595962870097321, скорость обучения: 0.00024650347049580716
Эпоха 659, ошибка: 0.003595598239947519, скорость обучения: 0.00024650347049580716
Эпоха 660, ошибка: 0.0035952363110598046, скорость обучения: 0.00024650347049580716
Эпоха 661, ошибка: 0.003594877063283753, скорость обучения: 0.00024650347049580716
Эпоха 662, ошибка: 0.0035945204766219914, скорость обучения: 0.00024650347049580716
Эпоха 663, ошибка: 0.0035941665312257285, скорость обучения: 0.00024650347049580716
Эпоха 664, ошибка: 0.0035938152073984606, скорость обучения: 0.00024650347049580716
Эпоха 665, ошибка: 0.0035934664855907586, скорость обучения: 0.00024650347049580716
Эпоха 666, ошибка: 0.003593120346402339, скорость обучения: 0.00024650347049580716
Эпоха 667, ошибка: 0.003592776770578527, скорость обучения: 0.00024650347049580716
Эпоха 668, ошибка: 0.0035924357390107807, скорость обучения: 0.00024650347049580716
Эпоха 669, ошибка: 0.00359209723273483, скорость обучения: 0.00024650347049580716
Эпоха 670, ошибка: 0.0035917612329299737, скорость обучения: 0.00024650347049580716
Эпоха 671, ошибка: 0.0035914277209155234, скорость обучения: 0.00024650347049580716
Эпоха 672, ошибка: 0.0035910966781523886, скорость обучения: 0.00024650347049580716
Эпоха 673, ошибка: 0.0035907680862433565, скорость обучения: 0.00024650347049580716
Эпоха 674, ошибка: 0.003590441926928382, скорость обучения: 0.00024650347049580716
Эпоха 675, ошибка: 0.003590118182085537, скорость обучения: 0.00024650347049580716
Эпоха 676, ошибка: 0.0035897968337289844, скорость обучения: 0.00024650347049580716
Эпоха 677, ошибка: 0.0035894778640087463, скорость обучения: 0.00024650347049580716
Эпоха 678, ошибка: 0.003589161255210563, скорость обучения: 0.00024650347049580716
Эпоха 679, ошибка: 0.0035888469897525513, скорость обучения: 0.00024650347049580716
Эпоха 680, ошибка: 0.003588535050184428, скорость обучения: 0.00024650347049580716
Эпоха 681, ошибка: 0.00358822541918987, скорость обучения: 0.00024650347049580716
Эпоха 682, ошибка: 0.0035879180795799015, скорость обучения: 0.00024650347049580716
Эпоха 683, ошибка: 0.0035876130142976216, скорость обучения: 0.00024650347049580716
Эпоха 684, ошибка: 0.0035873102064143594, скорость обучения: 0.00024650347049580716
Эпоха 685, ошибка: 0.0035870096391271335, скорость обучения: 0.00024650347049580716
Эпоха 686, ошибка: 0.0035867112957607026, скорость обучения: 0.00024650347049580716
Эпоха 687, ошибка: 0.0035864151597647612, скорость обучения: 0.00024650347049580716
Эпоха 688, ошибка: 0.0035861212147146396, скорость обучения: 0.00024650347049580716
Эпоха 689, ошибка: 0.003585829444308057, скорость обучения: 0.00024650347049580716
